#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Alan
#Serial Number: SN:210321A3716A
#Date Time: 2024-03-26 16:32:09.718
#Sample rate: 10000Hz
#Samples: 4096

Time (s),DIO 0,DIO 1,DIO 2,DIO 3,DIO 4,DIO 5,DIO 6,DIO 7
-0.0071999999999999998,0,0,0,0,0,0,0,0
-0.0071000000000000004,0,0,0,0,0,0,0,0
-0.0070000000000000001,0,0,0,0,0,0,0,0
-0.0068999999999999999,0,0,0,0,0,0,0,0
-0.0067999999999999996,0,0,0,0,0,0,0,0
-0.0067000000000000002,0,0,0,0,0,0,0,0
-0.0066,0,0,0,0,0,0,0,0
-0.0064999999999999997,0,0,0,0,0,0,0,0
-0.0064000000000000003,0,0,0,0,0,0,0,0
-0.0063,0,0,0,0,0,0,0,0
-0.0061999999999999998,0,0,0,0,0,0,0,0
-0.0061000000000000004,0,0,0,0,0,0,0,0
-0.0060000000000000001,0,0,0,0,0,0,0,0
-0.0058999999999999999,0,0,0,0,0,0,0,0
-0.0057999999999999996,0,0,0,0,0,0,0,0
-0.0057000000000000002,0,0,0,0,0,0,0,0
-0.0055999999999999999,0,0,0,0,0,0,0,0
-0.0054999999999999997,0,0,0,0,0,0,0,0
-0.0054000000000000003,0,0,0,0,0,0,0,0
-0.0053,0,0,0,0,0,0,0,0
-0.0051999999999999998,0,0,0,0,0,0,0,0
-0.0051000000000000004,0,0,0,0,0,0,0,0
-0.0050000000000000001,0,0,0,0,0,0,0,0
-0.0048999999999999998,0,0,0,0,0,0,0,0
-0.0047999999999999996,0,0,0,0,0,0,0,0
-0.0047000000000000002,0,0,0,0,0,0,0,0
-0.0045999999999999999,0,0,0,0,0,0,0,0
-0.0044999999999999997,0,0,0,0,0,0,0,0
-0.0044000000000000003,0,0,0,0,0,0,0,0
-0.0043,0,0,0,0,0,0,0,0
-0.0041999999999999997,0,0,0,0,0,0,0,0
-0.0041000000000000003,0,0,0,0,0,0,0,0
-0.0040000000000000001,0,0,0,0,0,0,0,0
-0.0038999999999999998,0,0,0,0,0,0,0,0
-0.0038,0,0,0,0,0,0,0,0
-0.0037000000000000002,0,0,0,0,0,0,0,0
-0.0035999999999999999,0,0,0,0,0,0,0,0
-0.0035000000000000001,0,0,0,0,0,0,0,0
-0.0033999999999999998,0,0,0,0,0,0,0,0
-0.0033,0,0,0,0,0,0,0,0
-0.0032000000000000002,0,0,0,0,0,0,0,0
-0.0030999999999999999,0,0,0,0,0,0,0,0
-0.0030000000000000001,0,0,0,0,0,0,0,0
-0.0028999999999999998,0,0,0,0,0,0,0,0
-0.0028,0,0,0,0,0,0,0,0
-0.0027000000000000001,0,0,0,0,0,0,0,0
-0.0025999999999999999,0,0,0,0,0,0,0,0
-0.0025000000000000001,0,0,0,0,0,0,0,0
-0.0023999999999999998,0,0,0,0,0,0,0,0
-0.0023,0,0,0,0,0,0,0,0
-0.0022000000000000001,0,0,0,0,0,0,0,0
-0.0020999999999999999,0,0,0,0,0,0,0,0
-0.002,0,0,0,0,0,0,0,0
-0.0019,0,0,0,0,0,0,0,0
-0.0018,0,0,0,0,0,0,0,0
-0.0016999999999999999,0,0,0,0,0,0,0,0
-0.0016000000000000001,0,0,0,0,0,0,0,0
-0.0015,0,0,0,0,0,0,0,0
-0.0014,0,0,0,0,0,0,0,0
-0.0012999999999999999,0,0,0,0,0,0,0,0
-0.0011999999999999999,0,0,0,0,0,0,0,0
-0.0011000000000000001,0,0,0,0,0,0,0,0
-0.001,0,0,0,0,0,0,0,0
-0.00089999999999999998,0,0,0,0,0,0,0,0
-0.00080000000000000004,0,0,0,0,0,0,0,0
-0.00069999999999999999,0,0,0,0,0,0,0,0
-0.00059999999999999995,0,0,0,0,0,0,0,0
-0.00050000000000000001,0,0,0,0,0,0,0,0
-0.00040000000000000002,0,0,0,0,0,0,0,0
-0.00029999999999999997,0,0,0,0,0,0,0,0
-0.00020000000000000001,0,0,0,0,0,0,0,0
-0.0001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0.0001,0,0,0,0,0,0,0,0
0.00020000000000000001,0,0,0,0,0,0,0,0
0.00029999999999999997,0,0,0,0,0,0,0,0
0.00040000000000000002,1,0,0,0,0,0,0,0
0.00050000000000000001,1,0,0,0,0,0,0,0
0.00059999999999999995,1,0,0,0,0,0,0,0
0.00069999999999999999,1,0,0,0,0,0,0,0
0.00080000000000000004,1,0,0,0,0,0,0,0
0.00089999999999999998,1,0,0,0,0,0,0,0
0.001,1,0,0,0,0,0,0,0
0.0011000000000000001,1,0,0,0,0,0,0,0
0.0011999999999999999,1,0,0,0,0,0,0,0
0.0012999999999999999,1,0,0,0,0,0,0,0
0.0014,0,1,0,0,0,0,0,0
0.0015,0,1,0,0,0,0,0,0
0.0016000000000000001,0,1,0,0,0,0,0,0
0.0016999999999999999,0,1,0,0,0,0,0,0
0.0018,0,1,0,0,0,0,0,0
0.0019,0,1,0,0,0,0,0,0
0.002,0,1,0,0,0,0,0,0
0.0020999999999999999,0,1,0,0,0,0,0,0
0.0022000000000000001,0,1,0,0,0,0,0,0
0.0023,0,1,0,0,0,0,0,0
0.0023999999999999998,1,1,0,0,0,0,0,0
0.0025000000000000001,1,1,0,0,0,0,0,0
0.0025999999999999999,1,1,0,0,0,0,0,0
0.0027000000000000001,1,1,0,0,0,0,0,0
0.0028,1,1,0,0,0,0,0,0
0.0028999999999999998,1,1,0,0,0,0,0,0
0.0030000000000000001,1,1,0,0,0,0,0,0
0.0030999999999999999,1,1,0,0,0,0,0,0
0.0032000000000000002,1,1,0,0,0,0,0,0
0.0033,1,1,0,0,0,0,0,0
0.0033999999999999998,0,0,1,0,0,0,0,0
0.0035000000000000001,0,0,1,0,0,0,0,0
0.0035999999999999999,0,0,1,0,0,0,0,0
0.0037000000000000002,0,0,1,0,0,0,0,0
0.0038,0,0,1,0,0,0,0,0
0.0038999999999999998,0,0,1,0,0,0,0,0
0.0040000000000000001,0,0,1,0,0,0,0,0
0.0041000000000000003,0,0,1,0,0,0,0,0
0.0041999999999999997,0,0,1,0,0,0,0,0
0.0043,0,0,1,0,0,0,0,0
0.0044000000000000003,1,0,1,0,0,0,0,0
0.0044999999999999997,1,0,1,0,0,0,0,0
0.0045999999999999999,1,0,1,0,0,0,0,0
0.0047000000000000002,1,0,1,0,0,0,0,0
0.0047999999999999996,1,0,1,0,0,0,0,0
0.0048999999999999998,1,0,1,0,0,0,0,0
0.0050000000000000001,1,0,1,0,0,0,0,0
0.0051000000000000004,1,0,1,0,0,0,0,0
0.0051999999999999998,1,0,1,0,0,0,0,0
0.0053,1,0,1,0,0,0,0,0
0.0054000000000000003,0,1,1,0,0,0,0,0
0.0054999999999999997,0,1,1,0,0,0,0,0
0.0055999999999999999,0,1,1,0,0,0,0,0
0.0057000000000000002,0,1,1,0,0,0,0,0
0.0057999999999999996,0,1,1,0,0,0,0,0
0.0058999999999999999,0,1,1,0,0,0,0,0
0.0060000000000000001,0,1,1,0,0,0,0,0
0.0061000000000000004,0,1,1,0,0,0,0,0
0.0061999999999999998,0,1,1,0,0,0,0,0
0.0063,0,1,1,0,0,0,0,0
0.0064000000000000003,1,1,1,0,0,0,0,0
0.0064999999999999997,1,1,1,0,0,0,0,0
0.0066,1,1,1,0,0,0,0,0
0.0067000000000000002,1,1,1,0,0,0,0,0
0.0067999999999999996,1,1,1,0,0,0,0,0
0.0068999999999999999,1,1,1,0,0,0,0,0
0.0070000000000000001,1,1,1,0,0,0,0,0
0.0071000000000000004,1,1,1,0,0,0,0,0
0.0071999999999999998,1,1,1,0,0,0,0,0
0.0073000000000000001,1,1,1,0,0,0,0,0
0.0074000000000000003,0,0,0,1,0,0,0,0
0.0074999999999999997,0,0,0,1,0,0,0,0
0.0076,0,0,0,1,0,0,0,0
0.0077000000000000002,0,0,0,1,0,0,0,0
0.0077999999999999996,0,0,0,1,0,0,0,0
0.0079000000000000008,0,0,0,1,0,0,0,0
0.0080000000000000002,0,0,0,1,0,0,0,0
0.0080999999999999996,0,0,0,1,0,0,0,0
0.0082000000000000007,0,0,0,1,0,0,0,0
0.0083000000000000001,0,0,0,1,0,0,0,0
0.0083999999999999995,1,0,0,1,0,0,0,0
0.0085000000000000006,1,0,0,1,0,0,0,0
0.0086,1,0,0,1,0,0,0,0
0.0086999999999999994,1,0,0,1,0,0,0,0
0.0088000000000000005,1,0,0,1,0,0,0,0
0.0088999999999999999,1,0,0,1,0,0,0,0
0.0089999999999999993,1,0,0,1,0,0,0,0
0.0091000000000000004,1,0,0,1,0,0,0,0
0.0091999999999999998,1,0,0,1,0,0,0,0
0.0092999999999999992,1,0,0,1,0,0,0,0
0.0094000000000000004,0,1,0,1,0,0,0,0
0.0094999999999999998,0,1,0,1,0,0,0,0
0.0095999999999999992,0,1,0,1,0,0,0,0
0.0097000000000000003,0,1,0,1,0,0,0,0
0.0097999999999999997,0,1,0,1,0,0,0,0
0.0099000000000000008,0,1,0,1,0,0,0,0
0.01,0,1,0,1,0,0,0,0
0.0101,0,1,0,1,0,0,0,0
0.010200000000000001,0,1,0,1,0,0,0,0
0.0103,0,1,0,1,0,0,0,0
0.0104,1,1,0,1,0,0,0,0
0.010500000000000001,1,1,0,1,0,0,0,0
0.0106,1,1,0,1,0,0,0,0
0.010699999999999999,1,1,0,1,0,0,0,0
0.010800000000000001,1,1,0,1,0,0,0,0
0.0109,1,1,0,1,0,0,0,0
0.010999999999999999,1,1,0,1,0,0,0,0
0.0111,1,1,0,1,0,0,0,0
0.0112,1,1,0,1,0,0,0,0
0.011299999999999999,1,1,0,1,0,0,0,0
0.0114,0,0,1,1,0,0,0,0
0.0115,0,0,1,1,0,0,0,0
0.011599999999999999,0,0,1,1,0,0,0,0
0.0117,0,0,1,1,0,0,0,0
0.0118,0,0,1,1,0,0,0,0
0.011900000000000001,0,0,1,1,0,0,0,0
0.012,0,0,1,1,0,0,0,0
0.0121,0,0,1,1,0,0,0,0
0.012200000000000001,0,0,1,1,0,0,0,0
0.0123,0,0,1,1,0,0,0,0
0.0124,1,0,1,1,0,0,0,0
0.012500000000000001,1,0,1,1,0,0,0,0
0.0126,1,0,1,1,0,0,0,0
0.012699999999999999,1,0,1,1,0,0,0,0
0.012800000000000001,1,0,1,1,0,0,0,0
0.0129,1,0,1,1,0,0,0,0
0.012999999999999999,1,0,1,1,0,0,0,0
0.013100000000000001,1,0,1,1,0,0,0,0
0.0132,1,0,1,1,0,0,0,0
0.013299999999999999,1,0,1,1,0,0,0,0
0.0134,0,1,1,1,0,0,0,0
0.0135,0,1,1,1,0,0,0,0
0.013599999999999999,0,1,1,1,0,0,0,0
0.0137,0,1,1,1,0,0,0,0
0.0138,0,1,1,1,0,0,0,0
0.013899999999999999,0,1,1,1,0,0,0,0
0.014,0,1,1,1,0,0,0,0
0.0141,0,1,1,1,0,0,0,0
0.014200000000000001,0,1,1,1,0,0,0,0
0.0143,0,1,1,1,0,0,0,0
0.0144,1,1,1,1,0,0,0,0
0.014500000000000001,1,1,1,1,0,0,0,0
0.0146,1,1,1,1,0,0,0,0
0.0147,1,1,1,1,0,0,0,0
0.014800000000000001,1,1,1,1,0,0,0,0
0.0149,1,1,1,1,0,0,0,0
0.014999999999999999,1,1,1,1,0,0,0,0
0.015100000000000001,1,1,1,1,0,0,0,0
0.0152,1,1,1,1,0,0,0,0
0.015299999999999999,1,1,1,1,0,0,0,0
0.0154,0,0,0,0,1,0,0,0
0.0155,0,0,0,0,1,0,0,0
0.015599999999999999,0,0,0,0,1,0,0,0
0.015699999999999999,0,0,0,0,1,0,0,0
0.015800000000000002,0,0,0,0,1,0,0,0
0.015900000000000001,0,0,0,0,1,0,0,0
0.016,0,0,0,0,1,0,0,0
0.0161,0,0,0,0,1,0,0,0
0.016199999999999999,0,0,0,0,1,0,0,0
0.016299999999999999,0,0,0,0,1,0,0,0
0.016400000000000001,1,0,0,0,1,0,0,0
0.016500000000000001,1,0,0,0,1,0,0,0
0.0166,1,0,0,0,1,0,0,0
0.0167,1,0,0,0,1,0,0,0
0.016799999999999999,1,0,0,0,1,0,0,0
0.016899999999999998,1,0,0,0,1,0,0,0
0.017000000000000001,1,0,0,0,1,0,0,0
0.017100000000000001,1,0,0,0,1,0,0,0
0.0172,1,0,0,0,1,0,0,0
0.017299999999999999,1,0,0,0,1,0,0,0
0.017399999999999999,0,1,0,0,1,0,0,0
0.017500000000000002,0,1,0,0,1,0,0,0
0.017600000000000001,0,1,0,0,1,0,0,0
0.0177,0,1,0,0,1,0,0,0
0.0178,0,1,0,0,1,0,0,0
0.017899999999999999,0,1,0,0,1,0,0,0
0.017999999999999999,0,1,0,0,1,0,0,0
0.018100000000000002,0,1,0,0,1,0,0,0
0.018200000000000001,0,1,0,0,1,0,0,0
0.0183,0,1,0,0,1,0,0,0
0.0184,1,1,0,0,1,0,0,0
0.018499999999999999,1,1,0,0,1,0,0,0
0.018599999999999998,1,1,0,0,1,0,0,0
0.018700000000000001,1,1,0,0,1,0,0,0
0.018800000000000001,1,1,0,0,1,0,0,0
0.0189,1,1,0,0,1,0,0,0
0.019,1,1,0,0,1,0,0,0
0.019099999999999999,1,1,0,0,1,0,0,0
0.019199999999999998,1,1,0,0,1,0,0,0
0.019300000000000001,1,1,0,0,1,0,0,0
0.019400000000000001,0,0,1,0,1,0,0,0
0.0195,0,0,1,0,1,0,0,0
0.019599999999999999,0,0,1,0,1,0,0,0
0.019699999999999999,0,0,1,0,1,0,0,0
0.019800000000000002,0,0,1,0,1,0,0,0
0.019900000000000001,0,0,1,0,1,0,0,0
0.02,0,0,1,0,1,0,0,0
0.0201,0,0,1,0,1,0,0,0
0.020199999999999999,0,0,1,0,1,0,0,0
0.020299999999999999,0,0,1,0,1,0,0,0
0.020400000000000001,1,0,1,0,1,0,0,0
0.020500000000000001,1,0,1,0,1,0,0,0
0.0206,1,0,1,0,1,0,0,0
0.0207,1,0,1,0,1,0,0,0
0.020799999999999999,1,0,1,0,1,0,0,0
0.020899999999999998,1,0,1,0,1,0,0,0
0.021000000000000001,1,0,1,0,1,0,0,0
0.021100000000000001,1,0,1,0,1,0,0,0
0.0212,1,0,1,0,1,0,0,0
0.021299999999999999,1,0,1,0,1,0,0,0
0.021399999999999999,0,1,1,0,1,0,0,0
0.021499999999999998,0,1,1,0,1,0,0,0
0.021600000000000001,0,1,1,0,1,0,0,0
0.021700000000000001,0,1,1,0,1,0,0,0
0.0218,0,1,1,0,1,0,0,0
0.021899999999999999,0,1,1,0,1,0,0,0
0.021999999999999999,0,1,1,0,1,0,0,0
0.022100000000000002,0,1,1,0,1,0,0,0
0.022200000000000001,0,1,1,0,1,0,0,0
0.0223,0,1,1,0,1,0,0,0
0.0224,1,1,1,0,1,0,0,0
0.022499999999999999,1,1,1,0,1,0,0,0
0.022599999999999999,1,1,1,0,1,0,0,0
0.022700000000000001,1,1,1,0,1,0,0,0
0.022800000000000001,1,1,1,0,1,0,0,0
0.0229,1,1,1,0,1,0,0,0
0.023,1,1,1,0,1,0,0,0
0.023099999999999999,1,1,1,0,1,0,0,0
0.023199999999999998,1,1,1,0,1,0,0,0
0.023300000000000001,1,1,1,0,1,0,0,0
0.023400000000000001,0,0,0,1,1,0,0,0
0.0235,0,0,0,1,1,0,0,0
0.023599999999999999,0,0,0,1,1,0,0,0
0.023699999999999999,0,0,0,1,1,0,0,0
0.023800000000000002,0,0,0,1,1,0,0,0
0.023900000000000001,0,0,0,1,1,0,0,0
0.024,0,0,0,1,1,0,0,0
0.0241,0,0,0,1,1,0,0,0
0.024199999999999999,0,0,0,1,1,0,0,0
0.024299999999999999,0,0,0,1,1,0,0,0
0.024400000000000002,1,0,0,1,1,0,0,0
0.024500000000000001,1,0,0,1,1,0,0,0
0.0246,1,0,0,1,1,0,0,0
0.0247,1,0,0,1,1,0,0,0
0.024799999999999999,1,0,0,1,1,0,0,0
0.024899999999999999,1,0,0,1,1,0,0,0
