#Digilent WaveForms Network Analyzer - Bode
#Device Name: Alan
#Serial Number: SN:210321A3716A
#Date Time: 2024-03-14 17:11:09.335
#Start: 10 Hz
#Stop: 1e+07 Hz
#Steps: 500
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16
#Channel: Channel 1
#Range: 5.42113 V
#Offset: 0.000260719 V
#Relative: no
#Channel: Channel 2
#Range: 5.45542 V
#Offset: 8.94103e-05 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (°)
117.52771174629476,-0.020808964769491057,25.191591890654415,-174.50604288684789
120.82709350447784,-0.042493018180615606,25.217554582064558,-174.51861395286065
124.21909954526187,-0.040784675873860088,25.195550505050242,-174.66940628705026
127.70633013086447,-0.03217396696969374,25.192291007447594,-174.82827403093688
131.2914585212468,-0.043398366336335863,25.206809387515776,-174.91592420241932
134.97723302339443,-0.043512819820465953,25.207177670426788,-174.9685929489284
138.76647909813099,-0.044411039433847346,25.232047805325678,-175.24443566731341
142.66210152607383,-0.030778224267993821,25.222744613799563,-175.4544767673882
146.66708663439715,-0.031375680830196657,25.214525112041436,-175.58376964427478
150.78450458610541,-0.049655842325033075,25.215001721641606,-175.6876073116895
155.01751173357721,-0.023262064349725744,25.19703859819716,-175.70094585983071
159.36935303817762,-0.063288498874232643,25.247469997259103,-175.79222975390363
163.84336455779882,-0.032901274670771738,25.235417933982784,-176.02460258544818
168.44297600423187,-0.042751322954260769,25.225686905083009,-175.98353936907813
173.17171337233563,-0.036506999135786013,25.230815021126741,-176.32687179980309
178.03320164301158,-0.020351449305837693,25.230770288421031,-176.21182586448097
183.03116756206168,-0.048763923043418977,25.262142986909154,-176.3260596838914
188.16944249705594,-0.063935830651033435,25.275255141747923,-176.40314404368286
193.45196537440481,-0.056696938096787712,25.26766424047694,-176.63070111208097
198.88278569888118,-0.020761765032766281,25.233385450554184,-176.54009738299561
204.46606665791219,-0.049777426415851353,25.253097256139696,-176.88837194897343
210.20608831301627,-0.039917321634324307,25.238337626944727,-176.85185616933387
216.10725088083808,-0.062593469541340235,25.254291150974414,-176.86192274651381
222.17407810628868,-0.050593268363505181,25.25263683918017,-176.99999812357245
228.41122073038304,-0.06630663924144424,25.285836958676164,-177.17151765353765
234.82346005542811,-0.059838674829870653,25.303666992191459,-177.15273657732183
241.41571161030225,-0.056610079741562937,25.252305598932736,-177.41283924481638
248.1930289186258,-0.020744738441229076,25.242007296221981,-177.39965596256454
255.16060737271917,-0.030067487132857066,25.271422971443705,-177.5154709813238
262.32378821631289,-0.039758176918153643,25.281343365829564,-177.5104418934649
269.68806263906981,-0.048051626411860428,25.26874699873072,-177.34740057042785
277.25907598604869,-0.062431643173517785,25.260582700175362,-177.83173516917572
285.04263208534434,-0.057066411018260731,25.269999784677992,-177.74292790025726
293.04469769721504,-0.055048181197267933,25.28821934872278,-177.79181028005036
301.27140708811703,-0.023420325168246953,25.253085730072851,-177.77688217819798
309.72906673314134,-0.052947427624566661,25.273489384772358,-178.05210489937568
318.42416015046558,-0.028626141334823482,25.285658133732525,-177.87599473933929
327.36335287152542,-0.016889456846630825,25.253674409074481,-178.11046339966384
336.55349755070944,-0.0064186282239452833,25.256993422676686,-177.98681708977381
346.00163921851157,-0.024146349162481102,25.273363980796688,-177.96370880237075
355.71502068213897,-0.043784243733728731,25.287848663075174,-178.09692512590254
365.70108807775011,-0.033282126955139921,25.292231786887175,-178.23865473202133
375.96749657854679,-0.039618234518575213,25.30223987954578,-178.29714704701954
386.52211626312692,-0.039050786895014115,25.274178192808439,-178.46146937818045
397.37303814856119,-0.087531492105242595,25.31775448488554,-178.31892669416646
408.52858039285735,-0.05590337554474524,25.288844138954232,-178.50849721050807
419.9972946715306,0.014167273709909601,25.278238358486966,-178.33913909273627
431.78797273320305,-0.059910868326367585,25.28893226638694,-178.58864331478793
443.90965313921754,-0.046178900490989994,25.305104513303561,-178.59260978936763
456.37162819247726,-0.064053924926372102,25.301304855450468,-178.739145747782
469.18345106077993,-0.071617136756137234,25.290530156650558,-178.48167529341427
482.35494310014769,-0.027734328864511014,25.289417557122906,-178.72528612197596
495.89620138372214,-0.034015622190470517,25.301708400788666,-178.77351757333184
509.817606442044,-0.074131293880120561,25.306871747324781,-178.85398710347431
524.12983022060621,-0.055436556491463382,25.30345088055947,-178.64605896165349
538.8438442608234,-0.078837250957573268,25.292337823243791,-178.90351054317659
553.97092811064113,-0.024123710279263008,25.283054366180423,-178.87752260622594
569.52267797128422,-0.051030438636028859,25.285736458773567,-178.82653147988333
585.5110155867244,-0.096550650215234735,25.299992577237134,-179.06687028097602
601.94819738272872,-0.036178527102024557,25.294484708620736,-178.89617736728511
618.84682386243958,-0.041481821446440706,25.287022639262862,-178.81174493726894
636.21984926575078,-0.014241177712914202,25.288404155963153,-178.94935617456721
654.08059149982591,-0.025883575412919746,25.275761737162536,-179.02041552618687
672.44274234842635,-0.051879187726116577,25.246441056160194,-179.21911983713892
691.32037796781412,-0.011479209456027454,25.277787874797347,-179.04361114760837
710.72796967734268,-0.081909056355549681,25.322090161898217,-179.0624682539277
730.68039505295076,-0.0047181911389152006,25.331810926040607,-179.09762404990792
751.19294933209687,-0.015862100514595363,25.307703542089488,-179.31472401841359
772.28135713886581,-0.034450618447650218,25.28006870698357,-178.98037260138437
793.96178453822927,-0.041987182470519871,25.285078954178907,-179.01072593409754
816.25085142872376,-0.062322810057150776,25.341423277113346,-179.24289532929737
839.16564428301615,-0.067251855290051787,25.284502778832397,-178.8785537487517
862.72372924614683,-0.021239863035814946,25.354246676878411,-179.33468990555852
886.94316560147229,-0.040587725586689015,25.309972423327061,-179.09690267570659
911.84251961465816,-0.015849844120944701,25.308393850008692,-179.37898155281576
937.4408787663001,-0.061570375872149433,25.289875935593681,-179.42007860371319
963.75786638411091,-0.034726827667153015,25.298704668617855,-179.25636970509046
990.81365668586864,-0.022114758143198559,25.28445732623544,-179.45002896434454
1018.6289902446886,-0.072324343564434831,25.31537510135378,-179.24746425352816
1047.2251898884365,-0.039791170817223963,25.267007719154439,-179.58075798591383
1076.6241770454944,-0.042562178095973686,25.291414488681351,-179.42815613740447
1106.8484885494142,-0.045290604552421086,25.2745082738676,-179.39481569830559
1137.9212939153163,-0.063067909524591764,25.308002714786092,-179.58413128751477
1169.8664131013093,-0.0093212267403468326,25.289076156258261,-179.34014567324311
1202.7083347685132,0.010853841760460179,25.257416900925303,-179.31713766169713
1236.4722350537177,-0.091206311133378265,25.325459544676843,-179.13276920346294
1271.1839968690304,-0.043801294767900699,25.287650749509186,-179.47795622585335
1306.870229743349,-0.050093296597496777,25.288006763153877,-179.65294198593975
1343.5582902208275,-0.047276811111862237,25.331818880287283,-179.67465405258264
1381.2763028320121,-0.092413332181663282,25.35654731885597,-179.53655414040298
1420.0531816536845,-0.043733949589608578,25.337078571363879,-179.5707356196146
1459.9186524739816,0.002223188554650638,25.309122485153047,-179.47522093114708
1500.9032755797382,-0.046899657416377721,25.325144182137208,-179.80126576346873
1543.0384691835648,-0.0015634449664222185,25.32179424694888,-179.52647909384777
1586.356533508593,-0.11079277840023138,25.334131342937873,-179.79578475180111
1630.8906755493326,-0.12137011851761274,25.277949999292471,-179.75605194884548
1676.6750345277026,0.06992536572139979,25.268486662801202,-179.74516995489279
1723.7447080636198,-0.074625390377351719,25.287957490010818,-179.40279065216288
1772.1357790803622,-0.020438932092640066,25.300571349338973,-179.39609349421409
1821.8853434651669,-0.080910202151501645,25.295861154323251,179.89962902450077
1873.0315385064405,0.087758193342191815,25.274570225806492,-179.58545774295737
1925.6135721291987,-0.013949728816144808,25.36141638514291,-179.47169705474042
1979.6717529513367,-0.039670618077145059,25.304322046530444,-179.23346883355353
2035.2475211835779,-0.045978674480938495,25.267514597128464,179.87097706623925
2092.3834803969812,-0.062348771338563903,25.329402752387541,-179.65111966183989
2151.1234301821673,0.038695428397817366,25.298379652199536,-179.59161283933014
2211.5123997254932,-0.061828274289262027,25.317805517009596,-179.51126975352167
2273.5966823277176,-0.039677385149190059,25.344179580178078,-178.88100114223622
2337.4238708918197,-0.089880648737809654,25.302751126578976,179.91515910374068
2403.0428944069695,-0.044357291981558904,25.263675275459558,-179.41693992415765
2470.5040554568304,-0.091315264425245443,25.318858823676425,-179.67393119866534
2539.8590687807268,0.023910208179814138,25.297252994158065,-179.92501756538337
2611.1611009174649,-0.11009190543609547,25.328749617164853,-179.41386184426051
2684.4648109619652,0.025593687144053655,25.301514293809259,-179.30457828309505
2759.826392466186,-0.033737134292937378,25.267745584465207,-179.39061373309363
2837.3036165162148,-0.027521021319285834,25.315785306901503,-179.47548509498057
2916.955876018802,-0.086221793227457044,25.330257464164134,-179.8373960391952
2998.8442312310308,-0.042651349163719092,25.313289988127543,-179.94322295640799
3083.0314565682834,-0.12106365860595636,25.312759533297111,179.85065881385646
3169.5820887261184,-0.030681689759927033,25.220640833951734,-179.8026010100364
3258.5624761532295,-0.048074136920019488,25.278464741670057,-179.43292871313994
3350.0408299131359,-0.058781227452858076,25.320099170214942,-179.11509173876519
3444.0872759738272,-0.026422248152948462,25.367699054921271,-179.33187875474533
3540.7739089652732,-0.05694154304503183,25.316424011005701,-179.87029498666374
3640.1748474461451,-0.052604362155937556,25.347970275296163,-179.5422765405786
3742.366290721985,-0.090776336064912727,25.388155143089378,-179.78830503768603
3847.42657725851,-0.069505998617667417,25.301570699308233,179.93298707574166
3955.4362447347053,-0.077442510369228834,25.277804353545754,179.94332329328034
4066.4780917818621,-0.012971478710978921,25.337016857784178,179.7729056964146
4180.6372414557618,-0.038135955797190264,25.247697023246943,-179.37320983551896
4298.0012064908033,-0.10472024969338584,25.410200965818838,-179.54352593431506
4418.6599563859454,-0.035337096215232719,25.221123917683379,-179.79598669484059
4542.7059863740524,-0.066139409742841326,25.393214614602471,-179.61335606094011
4670.2343883273397,-0.075210689703062869,25.324461025402101,-179.66012300247371
4801.3429236534594,0.016663953691164,25.345601824423163,-179.58656260088634
4936.132098237922,-0.065520002131524646,25.281688086464591,179.70959034728602
5074.7052394904767,-0.027671381540356761,25.358078297133172,-179.36364495879891
5217.1685755543549,-0.12582630808991824,25.308821867003914,-179.77886098432623
5363.6313167392509,-0.079785601444372634,25.44955891107746,-179.62241487088164
5514.2057392403076,-0.068250390379356055,25.382617525652829,-179.31660972692055
5669.0072712074452,-0.099881275231586977,25.417172175614485,179.98731753337046
5828.1545812308514,-0.016451332598357054,25.414865701234955,-179.97226888689522
5991.7696693106309,-0.15600404047961131,25.36332478819493,-179.05917582484412
6159.9779603801744,-0.093979268719503531,25.318307207500727,179.69529710517756
6332.9084004551278,-0.15689081221006304,25.235043131254592,-179.99644924418516
6510.6935554814681,-0.062392538678337578,25.420792217151856,-179.55073398810529
6693.4697129586748,-0.077082481711191697,25.423106222456564,-178.93336320710563
6881.3769864156766,0.024011014312740601,25.360404442456304,179.5178923119127
7074.5594228198788,-0.082443996523940577,25.439395900434985,-179.95148863364551
7273.1651130014698,-0.056950910993279237,25.159937305938733,-179.605067423001
7477.346305177588,-0.10063343482184177,25.285075887209175,-179.36476814243633
7687.2595216637437,-0.001976256882109324,25.282874140288939,-179.86958482268278
7903.0656788613478,-0.077349627544402,25.289757945359661,-179.91676083649924
8124.930210614064,-0.029266993250712782,25.332537628833496,179.70815124853294
8353.0231950267789,-0.081292197665447444,25.356968785567648,179.74709422188766
8587.5194848451883,-0.048914748685777755,25.26536920025908,-178.97833792244418
8828.5988414951498,-0.078421021595523457,25.518535345951033,179.15895049114093
9076.4460728853755,-0.10514109633676605,25.453129857045212,-179.92955952713504
9331.2511750782505,0.018578585993813394,25.194522527511275,-179.76257037859165
9593.2094779382605,-0.084263416366645152,25.433828122352928,-179.27207764683726
9862.5217948687841,-0.045104005825518531,25.284293713597851,179.86330030726046
10139.394576752917,-0.08513397288144707,25.317822354333654,178.93507123691813
10424.040070215568,-0.035683020458034842,25.530236126594371,-179.60886473185627
10716.676480328633,-0.053500890309769678,25.358659622337889,-179.07920018983341
11017.528137883874,-0.048029823291291379,25.316911345555923,-179.78329931192894
11326.825671361539,-0.077734604928482318,25.481672440700649,-179.9733938063433
11644.806183726867,0.0005730248076282503,25.240660025945122,179.71152606123408
11971.713434189667,-0.033632998526362354,25.496213652487036,-178.71942757850707
12307.798025066657,-0.12906415336638832,25.496598588296319,178.94160590588834
12653.317593889429,-0.045760919025025666,25.346035239664637,179.24082571591305
13008.537010905718,0.026627865810861937,25.089364343879158,179.96398114229117
13373.728582124964,-0.12196519878687027,25.236269344093991,-179.73036939369456
13749.172258064205,-0.03403453222610494,25.523757688409205,179.53126784393834
14135.155848353957,-0.083332534334146946,25.51286447068216,-178.85893013890032
14531.97524236897,-0.065355362699301617,25.728851135238102,-179.31901690321141
14939.934636052578,-0.049262723430827257,24.844890193308377,179.04790137851199
15359.346765108987,-0.0045207777579582007,25.434177787515569,179.06218294776943
15790.533144741757,-0.050615075526926553,25.319316176262824,179.27234718706188
16233.824316122798,-0.0066972101266831582,25.343869538759847,179.35681012464664
16689.560099780247,-0.12765120511214698,25.287411822764618,-179.6754988811791
17158.089856100069,-0.078312946872997169,25.468332496095801,-179.34588679076063
17639.772753140453,-0.047858603619634246,24.935588989616541,-179.07666221734485
18134.978041964972,0.016401747286600425,25.260354592526095,-177.21183457485341
18644.08533970487,-0.055074901352806245,25.300277234276937,-178.97295832789376
19167.484920568171,-0.036699397303611048,25.215236413803858,177.70251107953351
19705.578015018003,-0.059356623531943209,25.343886765989019,179.26264297555164
20258.777117350193,-0.10282266622836109,25.154586828358262,178.99442042442806
20827.506301905163,0.019129333839353946,25.215158001324948,-176.83278049331699
21412.201548157314,-0.056013877910695564,25.39429755425353,-179.89239815257577
22013.311074930323,-0.063777374820249269,25.417001428594315,177.28462275336864
22631.295683995319,-0.013105089675538348,25.4886947332947,-178.70389064779633
23266.629113314601,-0.079642526354963425,25.250839864045474,-177.42600809629118
23919.798400202424,-0.039599374287278076,25.469838606783902,177.68981925348703
24591.304254680465,0.01198195682053208,25.558275399492295,178.34029739106876
25281.661443315032,-0.11268700841087866,25.400906044360909,179.69695847457086
25991.399183829355,-0.035988992216349991,25.325070034626727,178.36089398570212
26721.06155079438,-0.045117256305614667,25.410964599498275,177.94526399511599
27471.207892708146,-0.01900592139062951,25.44299224206987,179.86144168826402
28242.413260784386,-0.15191428992834097,25.161989103791935,178.97487871510586
29035.268849778167,-0.088642516709271341,25.354782565231254,179.2954700220802
29850.382451187354,-0.088713869193190409,25.292354328499698,178.27399443891485
30688.378919176452,0.040006445773589638,25.451848840888871,-179.99112466268417
31549.900649580919,-0.028841109375917863,25.337937683316007,179.67912532654088
32435.608072358147,-0.039387857167971968,25.463458502593454,179.10817216698661
33346.180157863695,-0.065120441607737084,25.347950401830971,178.72516012728045
34282.314937339739,-0.079279711076276377,25.436620444051069,179.24597489640604
35244.730038015914,-0.13125965442747747,25.448298585449983,178.17903744340035
36234.163233231535,-0.082685631363317011,25.372969090610198,178.60770687755655
37251.373008002171,-0.076758898616962973,25.359197541629982,178.65274326301883
38297.139140462852,-0.13372497847370901,25.377953608842976,179.28232513817579
39372.263299634877,-0.024963684803737236,25.391921931702118,178.72267912356429
40477.569659973262,-0.090643205748969474,25.464141771102632,179.74768980206247
41613.905533167155,-0.068385579067842261,25.389925442653873,178.05406641724491
42782.142017676219,-0.094632452152247859,25.377720299802853,178.90505797035254
43983.174666502331,0.058686354373384882,25.326768110106489,179.01145433299413
45217.92417370707,0.026377255292238444,25.396208761023608,178.37930791723588
46487.337080202567,-0.16055311698034891,25.413133673638434,179.21847832917291
47792.386499355998,-0.04626811260151012,25.417196543273963,178.85781331171219
49134.072862963614,-0.17866415996148688,25.42313916434567,178.90831806468799
50513.424688167659,-0.093264116434113337,25.526131682517207,178.54146795592115
51931.49936590212,-0.0019890219855215078,25.443771507707638,178.59512658449452
53389.383971473551,-0.059712796559082973,25.38605386906422,178.50628276167313
54888.196097896718,-0.074875894119102962,25.419421493364084,178.58210624760102
56429.084712625423,-0.093719512101143987,25.464363757220589,178.378907264107
58013.231038333783,-0.0096821394020921662,25.422222060844504,178.05323373846213
59641.849458424658,-0.063764942730100457,25.496763905942863,177.86728151696329
61316.188447957749,-0.11181587095434523,25.399095742116064,177.44315018211569
63037.531530712818,-0.045283867393012087,25.404191198390112,178.60423407765211
64807.198263119702,-0.18103012778717376,25.447802362009316,178.34280370993054
66626.545245811561,-0.012595620089756539,25.387963010479421,178.01704226561685
68496.967163574474,-0.058411521567557856,25.4692652296232,178.40822414590963
70419.897854492956,-0.24298409994279183,25.391063850930845,178.36290124490938
72396.811409108777,-0.087973830362781891,25.40464960685518,177.87941953058146
74429.223300437661,-0.14685354456799468,25.458932038890907,177.89033612828624
76518.69154570825,-0.0085644672400519949,25.334116479674943,178.00772872723212
78666.817900715905,-0.037613560497383389,25.456994040008144,177.10259355192554
80875.249087704564,-0.11746479240527677,25.485865295634085,177.74234129547148
83145.678057720725,-0.24267959572168066,25.559430604874272,177.38136966675216
85479.845288404133,-0.14491710008618724,25.454244677640347,177.09215409541955
87879.540118213292,-0.048181639509098317,25.367806546298898,177.43950199956768
90346.602118105337,-0.048492902647719077,25.396971577699944,177.40855949890448
92882.922501725072,-0.16904727645148465,25.419657724433733,177.21003471570918
95490.445575180871,-0.11452294028691243,25.46725730427719,178.1143332876407
98171.17022752203,-0.14532109976283913,25.491394716551397,177.74285707655915
100927.15146305718,0.10778629998563578,25.365678058635481,177.22275549001552
103760.50197669122,-0.0038115055636350915,25.410233669316998,177.00551701586082
106673.3937734858,-0.17769336913353739,25.455358364838116,176.63795249668036
109668.05983368692,-0.025583782937167888,25.304986194196594,177.2819350040379
112746.79582449474,-0.063666392054236132,25.389543970913273,176.10045518980499
115911.96185988863,0.045485639251125004,25.301072762888573,176.96884951031006
119165.98430985599,-0.027842592976292074,25.494732057660169,177.07250884632819
122511.35766041196,-0.00011447509864098011,25.382661022530655,176.72872385888715
125950.6464258359,-0.053624873573230189,25.398600146423146,176.30663654131345
129486.48711459055,0.19704878910647092,25.394724093497672,176.14457424254627
133121.59025043092,-0.004691756895111786,25.387240112630245,175.69242558093796
136858.742450252,-0.10354133032929394,25.491684225291703,175.7748406478795
140700.80856026863,-0.048547253904746977,25.425006251618825,176.04081478538768
144650.73385216479,-0.17332494229582757,25.460102752145275,175.83520472484918
148711.54628089553,-0.034220475159275163,25.367993743984023,175.9634597223901
152886.3588058732,-0.16609808918641317,25.496321993242759,175.13960905666772
157178.37177731644,-0.096360621898714596,25.468302053284518,175.03621286962266
161590.87538959199,-0.11455287251030456,25.382065965438446,175.50860296094555
166127.25220342947,-0.21939361301909294,25.4504497557242,175.49423860464282
170790.97973894293,-0.20281897573403734,25.471027645941433,175.57838262422541
175585.63314144706,-0.034070313051006398,25.444737541472776,175.76420203477369
180514.88792211111,-0.010165259105691772,25.345294018145452,175.27774398113164
185582.52277555209,-0.21945273405126681,25.487652443800144,174.44167478552137
190792.42247652679,-0.097868352311131626,25.369665032655103,174.86686599696262
196148.58085794334,-0.18843903362063191,25.404080949008268,173.95700558961079
201655.10387247495,-0.1430166341705133,25.390772018038618,174.73189088281831
207316.21274012333,-0.11399088052106758,25.427984484129457,173.88067965216516
213136.24718414407,0.20812709113500191,25.25293336672194,173.42884334554094
219119.66875781483,-0.013704772827155036,25.342842973494943,173.62956616091935
225271.06426459804,-0.24490572173503258,25.404243627154045,173.96158395908375
231595.14927431534,0.017209768072751361,25.367487987641567,173.15867084863123
238096.77173803584,0.090519112550855943,25.363933905250637,172.98314268995151
244780.91570444414,0.0071178255120873252,25.219347677558595,172.25548750553389
251652.70514053918,0.065907404483278587,25.268172295681648,172.49407279441812
258717.40785959226,-0.02713864126310931,25.281681560046433,172.39120742013404
265980.43955937587,0.11608257114267762,25.305269842381666,171.84594471699808
273447.36797375814,-0.010188272547787834,25.341629587390631,172.02353302749177
281123.91714084643,0.13320659042834507,25.217759104358741,172.32258964653346
289015.97179095104,0.059848622378458345,25.240226642351015,172.06347331609183
297129.58185773343,-0.044712829147893859,25.224186633111387,171.52568874393162
305470.96711599693,0.10963646463650062,25.288043850692521,171.43809589465988
314046.52194967517,-0.10670433412507402,25.304378054078249,171.41249584395348
322862.82025367318,0.05487162074519604,25.210698142621304,170.31660651398673
331926.62047331902,-0.12509813967220423,25.310221349924507,170.57092647308579
341244.87078528915,-0.032864437109714977,25.31755504874215,169.72125908316468
350824.71442397923,0.012609233997819665,25.255063360302969,169.75841750137215
360673.49515740294,-0.08447442227688555,25.296021977314169,168.84967035082246
370798.76291681727,0.018095800481832139,25.184144281467816,169.48400756638858
381208.27958438901,-0.057540757333783721,25.239668552410922,168.70884582330666
391910.02494334063,0.043123330891849027,25.271342255873467,168.76865835239579
402912.20279513497,-0.21005325469011865,25.265527605270712,168.13664808373227
414223.24724838976,-0.12270404028142856,25.162940681960816,167.94553258432578
